"Paper color","Ink color","zone number","zone date","company name","phone number"
"","","13","1999-11-15","AAA","4472413"
"","","13","1999-11-15","CARVEL LATHAM","7854962"
"","","13","1999-11-15","CRESCENT DENTAL","3481173"
"","","13","1999-11-15","CULLIGAN/TROY","2721111"
"","","13","1999-11-15","EMPIRE ELECTRONICS","7860858"
"","","13","1999-11-15","FRANK GALLO FLORIST","3466171"
"","","13","1999-11-15","JACK BYRNE MINUTEMAN LUBE","6649841"
"","","13","1999-11-15","M & W WINDOW","3936969"
"","","13","1999-11-15","NAIL STUDIO SARATOGA","0000000"
"","","13","1999-11-15","NEW SUPER LIQUOR","3710341"
"","","13","1999-11-15","ONE CALL CLEANING","3711889"
"","","13","1999-11-15","PIZZA SHOP","6641778"
"","","13","1999-11-15","ROTTERDAM HEAT","3562162"
"","","13","1999-11-15","SHIPMATES/PRINTMATES","3701158"
"","","13","1999-11-15","SILKWOOD","6645299"
"","","13","1999-11-15","SUBWAY CP","3833859"
"","","13","1999-11-15","SUN QUEST","3838266"
"","","13","1999-11-15","TIME WARNER SECURITY","2428990"
"","","13","1999-11-15","TOTAL IMAGE","6640734"
"","","13","1999-11-15","TRICK SHOT BILLIARD","3838771"
"TAN","R/BLK","2","1995-01-01","COLONIAL CAR WASH","3820600"
"PINK","RHOD/BLK","2","1995-02-01","BEST FRAMING CO.","4646282"
"LILAC","TEAL","2","1995-02-01","CAOS ICE CREAM","3555595"
"","","2","1995-02-01","CAPITAL CHOICE TV","8997501"
"TAN","R/BLK","2","1995-02-01","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","2","1995-02-01","CURTIS ELECTROLYSIS","4594940"
"CHERRY","BLK","2","1995-02-01","DARLING LIMO","3722508"
"BUFF","BORD/BLK","2","1995-02-01","DR. JUDD LESSER","3740385"
"CANARY","R/BLK","2","1995-02-01","ELITE PHOTO STUDIO","3774233"
"WHITE","R/BLUE","2","1995-02-01","EXPRESS TAX","6955427"
"GOLDEN","BORD/BLK","2","1995-02-01","GENE S CLEANING","3712462"
"CANARY","R/TEAL","2","1995-02-01","GOLDEN HOUSE","3738943"
"WHITE CARD","R/GR   R/BLK","2","1995-02-01","GREEN THUMB LAWN","3557787"
"CANARY","RHOD","2","1995-02-01","J & J WINE & LIQUOR","3840649"
"GREY","BORD/BLK","2","1995-02-01","J & M JEWELERS","3557070"
"LILAC","TEAL/BORD","2","1995-02-01","JAZZERCISE 2","3550317"
"IVORY","R/BLK","2","1995-02-01","JIFFY LUBE","8698835"
"CHERRY","BLK","2","1995-02-01","LEEDER S VIDEO","3703722"
"WHITE","R/BLK","2","1995-02-01","M & W WINDOW","3936969"
"CANARY","R/GR","2","1995-02-01","MARIA S PIZZA","3471559"
"WHITE","ORANGE/BLUE","2","1995-02-01","NYC BAGEL","3701800"
"GREY","BORD","2","1995-02-01","PARAGON PAINT","4592244"
"GREEN","BLK","2","1995-02-01","PERMA GLAZE","4491018"
"GREEN","GR/BORD","2","1995-02-01","PETTA S RESTAURANT","3467324"
"LILAC","BORD/TEAL","2","1995-02-01","PRANCIN PRETTY","3705512"
"PINK","BORD/BLK","2","1995-02-01","ROTTERDAM HEAT","3562162"
"CHERRY","BLK","2","1995-02-01","SUPERIOR TAXI","3932227"
"GOLDEN","R/BLK","2","1995-02-01","UNION BEVERAGE","3825958"
"PINK","RHOD/BLK","2","1995-06-01","BEST FRAMING CO.","4646282"
"IVORY","BORD/BLK","2","1995-06-01","C & M UPHOLSTERY","3832678"
"LILAC","TEAL","2","1995-06-01","CAOS ICE CREAM","3555595"
"GOLDEN","BORD/BLK","2","1995-06-01","CAPITAL CHOICE TV","8997501"
"WHITE","BLUE/BLK","2","1995-06-01","CLEAN SWEEP","7833488"
"PINK","TEAL/RHOD","2","1995-06-01","COAKLEY HOME TEXTILES","3828371"
"WHITE","RHOD/TEAL","2","1995-06-01","CRYSTAL COACH LIMO","3701518"
"CHERRY","BLUE","2","1995-06-01","CURTIS ELECTROLYSIS","4594940"
"BUFF","BORD/BLK","2","1995-06-01","DR. JUDD LESSER","3740385"
"WHITE","R/BLK","2","1995-06-01","ELITE TAEKWON DO","3702899"
"BLK","CHERRY","2","1995-06-01","FREEWHEEL BICYCLE","3746814"
"GOLDEN","BORD/BLK","2","1995-06-01","GENE S CLEANING","3712462"
"IVORY","BR/GR","2","1995-06-01","HENRY S DRY CLEANERS","3748434"
"CANARY","RHOD","2","1995-06-01","J & J WINE & LIQUOR","3840649"
"CHERRY","BLK","2","1995-06-01","LEEDER S VIDEO","3703722"
"WHITE","R/BLK","2","1995-06-01","M & W WINDOW","3936969"
"CANARY","R/GR","2","1995-06-01","MARIA S PIZZA","3471559"
"WHITE","BLUE/ORANGE","2","1995-06-01","NYC BAGEL","3701800"
"CHERRY","BLUE","2","1995-06-01","PET PLATTER 3","3470670"
"CANARY","RHOD/BLK","2","1995-06-01","PHOENIX GARDEN","3700812"
"WHITE","ORANGE/BLUE","2","1995-06-01","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1995-06-01","ROTTERDAM HEAT","3562162"
"GREEN","GR/BLK","2","1995-06-01","SERVICE SOLUTIONS","2652843"
"SALMON","BLK","2","1995-06-01","SUPERIOR TAXI","3932227"
"PINK","RHOD/BLK","2","1995-06-01","SWEET SUE S","3931248"
"GOLDEN","R/BLK","2","1995-06-01","UNION BEVERAGE","3825958"
"","","2","1995-07-01","EAGLE CREST  GOLF","8770406"
"GOLDEN","BORD/BLK","2","1995-10-01","BEST FRAMING CO.","4646282"
"LILAC","TEAL","2","1995-10-01","CAOS ICE CREAM","3555595"
"WHITE","GREEN/PURPLE","2","1995-10-01","CAPITAL CHOICE TV","8997501"
"PINK","RHOD/TEAL","2","1995-10-01","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","2","1995-10-01","COLONIAL CAR WASH","3820600"
"IVORY","BORD/GREEN","2","1995-10-01","COUNTRY STUDIO","4560498"
"CHERRY","BLUE","2","1995-10-01","CURTIS ELECTROLYSIS","4594940"
"PINK","RHOD/GREEN","2","1995-10-01","ELITE HEALTH & FITNESS","3777771"
"WHITE","RED/BLK","2","1995-10-01","ELITE TAEKWON DO","3702899"
"GREY","RHOD/BLK","2","1995-10-01","FANTASTIC SAM S 2","4594955"
"IVORY","GREEN/BROWN","2","1995-10-01","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1995-10-01","HIGH ADVENTURE SKI & BIKE","7850501"
"CANARY","RHOD","2","1995-10-01","J & J WINE & LIQUOR","3840649"
"LILAC","TEAL/BLK","2","1995-10-01","JAZZERCISE 2","3550317"
"WHITE","RED/BLK","2","1995-10-01","M & W WINDOW","3936969"
"BLUE","RED/BLUE","2","1995-10-01","MAACO PAINT & BODY WORKS","3724440"
"BLUE","RED/BLUE","2","1995-10-01","MAIL BOXES ETC. 2","3729644"
"CANARY","RED/GREEN","2","1995-10-01","MARIA S PIZZA","3471559"
"GOLDEN","RED/BLK","2","1995-10-01","MR.K S CARPET","3559193"
"WHITE","ORANGE/BLUE","2","1995-10-01","NYC BAGEL","3701800"
"GREY","BORD/BLK","2","1995-10-01","PARAGON PAINT","4592244"
"GREEN","GREEN/BLK","2","1995-10-01","PEDDLER S PASTA","3740772"
"GOLDEN","RED/BLK","2","1995-10-01","PHOENIX GARDEN","3700812"
"LILAC","TEAL/BORD","2","1995-10-01","PRANCIN PRETTY","3705512"
"WHITE","ORANGE/BLUE","2","1995-10-01","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1995-10-01","ROTTERDAM HEAT","3562162"
"BUFF","RED/BLK","2","1995-10-01","SUPERIOR TAXI","3932227"
"GOLDEN","RED/BLUE","2","1995-10-01","UNION BEVERAGE","3825958"
"PINK","TEAL/RHOD","2","1995-10-01","WORK ENDERS","3991789"
"WHITE","RED/BLUE","2","1996-02-06","KNICKERBOCKER ARENA","4872018"
"PINK","BORD/BLK","2","1996-02-16","ACTION HEATING","3742429"
"PINK","RHOD/BLK","2","1996-02-16","BEST FRAMING CO.","4646282"
"TAN","RED/BLK","2","1996-02-16","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","2","1996-02-16","CURTIS ELECTROLYSIS","4594940"
"WHITE","TEAL/BORD","2","1996-02-16","ELITE HEALTH & FITNESS","3777771"
"CANARY]","RED/TEAL","2","1996-02-16","GOLDEN HOUSE","3738943"
"WHITE","GR/BLK","2","1996-02-16","GREEN THUMB LAWN","3557787"
"SALMON","BORD/BLK","2","1996-02-16","HIGH ADVENTURE SKI & BIKE","7850501"
"IVORY","BORD/BLK","2","1996-02-16","INSTEAD OF FLOWERS","3704102"
"CANARY","RHOD","2","1996-02-16","J & J WINE & LIQUOR","3840649"
"LILAC","TEAL/BLK","2","1996-02-16","JAZZERCISE 2","3550317"
"WHITE","RED/BLK","2","1996-02-16","M & W WINDOW","3936969"
"BLUE","RED/BLUE","2","1996-02-16","MAIL BOXES ETC. 2","3729644"
"CANARY","RED/GR","2","1996-02-16","MARIA S PIZZA","3471559"
"WHITE","ORANGE/BLUE","2","1996-02-16","NYC BAGEL","3701800"
"GREY","BORD/BLK","2","1996-02-16","PARAGON PAINT","4592244"
"SALMON","TEAL/BORD","2","1996-02-16","PEGGYS RESTAURANT","3726648"
"CANARY","RHOD","2","1996-02-16","PERMA GLAZE","4491018"
"GREEN","GR/BLK","2","1996-02-16","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","2","1996-02-16","QUICK LUBE","7866331"
"GOLDEN","RED/BLK","2","1996-02-16","THOMPSON CLEANING SERVICE","3938674"
"CHERRY","BLK","2","1996-02-16","ULTIMATE AUTO","3814717"
"GOLDEN","RED/BLK","2","1996-02-16","UNION BEVERAGE","3825958"
"CANARY","RED/BLUE","2","1996-02-16","WOW AMUSEMENT","3724480"
"BUFF","RED/BLUE","2","1996-06-07","ACTION HEATING","3742429"
"GOLDEN","RED/BLK","2","1996-06-07","ASHLINE MOVING","2734642"
"PINK","RHOD/BLK","2","1996-06-07","BEST FRAMING CO.","4646282"
"PINK","RHOD/BLK","2","1996-06-07","COAKLEY HOME TEXTILES","3828371"
"IVORY","BLUE/BLK","2","1996-06-07","CROSSTOWN CHIROPRATIC","3744373"
"CHERRY","BLUE","2","1996-06-07","CURTIS ELECTROLYSIS","4594940"
"SALMON","BORD/TEAL","2","1996-06-07","DIGITAL WORLD","4493208"
"CANARY","RED/GREEN","2","1996-06-07","FOUNTAINS HOME IMPROVEMENT","3726322"
"GOLDEN","BORD/BLK","2","1996-06-07","GENE S CLEANING","3712462"
"IVORY","BR/GREEN","2","1996-06-07","HENRY S DRY CLEANERS","3748434"
"CANARY","RHOD","2","1996-06-07","J & J WINE & LIQUOR","3840649"
"WHITE","RED/BLK","2","1996-06-07","M & W WINDOW","3936969"
"BLUE","RED/BLUE","2","1996-06-07","MAIL BOXES ETC. 2","3729644"
"CANARY","RED/TEAL","2","1996-06-07","MARIA S PIZZA","3471559"
"PINK","BORD/BLK","2","1996-06-07","MARMARINOS REST.","3936212"
"GOLDEN","RED/BLK","2","1996-06-07","MOTO PHOTO","8004546"
"WHITE","TEAL/MAG","2","1996-06-07","MR. SUBB","7830276"
"WHITE","BLUE/ORANGE","2","1996-06-07","NYC BAGEL","3701800"
"IVORY","BORD/GREEN","2","1996-06-07","OLDE CARRIAGE HOUSE","7821651"
"SALMON","BORD/TEAL","2","1996-06-07","PAGE USA","3726537"
"CANARY","RHOD","2","1996-06-07","PERMA GLAZE","4491018"
"GREEN","GREEN/BLK","2","1996-06-07","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","2","1996-06-07","QUICK LUBE","7866331"
"GREEN","GREEN/BLK","2","1996-06-07","SERVICE SOLUTIONS","2652843"
"PINK","RHOD/BLK","2","1996-06-07","SWEET SUE S","3931248"
"BLUE","RED/BLUE","2","1996-06-07","TIME WARNER SECURITY","2428990"
"GOLDEN","RED/BLK","2","1996-06-07","UNION BEVERAGE","3825958"
"GOLDEN","BORD","2","1996-06-07","VCR DOCTOR","7827192"
"GREEN","GREEN/BLK","2","1996-10-11","A CLEANER WAY","3465903"
"WHITE","RED/BLUE","2","1996-10-11","AMALIAH FINE GIFTS","3463176"
"GOLDEN","RED/BLK","2","1996-10-11","ASHLINE MOVING","2734642"
"SALMON","GREEN/BORD","2","1996-10-11","BEST FRAMING CO.","4646282"
"IVORY","TEAL/BLK","2","1996-10-11","BROOKLYNS AMERICAN GRILL","3470630"
"CANARY","RED/BLK","2","1996-10-11","CENTRAL TAXI","3461232"
"PINK","RHOD/BLK","2","1996-10-11","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","2","1996-10-11","COLONIAL CAR WASH","3820600"
"CHERRY","BLK","2","1996-10-11","DICKERSHIAD & SON ROOFING","3745197"
"GOLDEN","BORD/BLK","2","1996-10-11","GENE S CLEANING","3712462"
"IVORY","BROWN/GREEN","2","1996-10-11","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1996-10-11","HIGH ADVENTURE SKI & BIKE","7850501"
"IVORY","TEAL/RHOD","2","1996-10-11","INCHES AWAY","8629124"
"CANARY","RHOD","2","1996-10-11","J & J WINE & LIQUOR","3840649"
"LILAC","TEAL/BLK","2","1996-10-11","JAZZERCISE 2","3550317"
"WHITE","RED/BLK","2","1996-10-11","M & W WINDOW","3936969"
"BLUE","RED/BLUE","2","1996-10-11","MAIL BOXES ETC. 2","3729644"
"CANARY","RED/BLK","2","1996-10-11","MARIA S PIZZA","3471559"
"WHITE","MAGENTA/TEAL","2","1996-10-11","MR. SUBB","7830276"
"GREY","BORD/BLK","2","1996-10-11","PARAGON PAINT","4592244"
"GREEN","GREEN/BLK","2","1996-10-11","PETTA S RESTAURANT","3467324"
"WHITE","RED/ORANGE","2","1996-10-11","QUICK LUBE","7866331"
"WHITE","RED/BLK","2","1996-10-11","RIB SHAQ","3959136"
"BLUE","RED/BLUE","2","1996-10-11","TIME WARNER SECURITY","2428990"
"GREY","BORD/GREEN","2","1996-10-11","TOP GRADE CARPET","3819527"
"GOLDEN","RED/BLUE","2","1996-10-11","UNION BEVERAGE","3825958"
"GOLDEN","BORD","2","1996-10-11","VCR DOCTOR","7827192"
"CANARY","RED/GREEN","2","1997-02-14","A CLEANER WAY","3465903"
"LILAC","TEAL/BORD","2","1997-02-14","BEDS ON THE BEACH","3743552"
"PINK","BORD/BLK","2","1997-02-14","BEST FRAMING CO.","4646282"
"IVORY","TEAL/BLK","2","1997-02-14","BROOKLYNS AMERICAN GRILL","3470630"
"CANARY","RED/BLK","2","1997-02-14","CENTRAL TAXI","3461232"
"PINK","RHOD/BLK","2","1997-02-14","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","2","1997-02-14","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","2","1997-02-14","CURTIS ELECTROLYSIS","4594940"
"GOLDEN","BORD/BLK","2","1997-02-14","GENE S CLEANING","3712462"
"IVORY","BROWN/GREEN","2","1997-02-14","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1997-02-14","HIGH ADVENTURE SKI & BIKE","7850501"
"CANARY","RHOD","2","1997-02-14","J & J WINE & LIQUOR","3840649"
"WHITE","RED/BLK","2","1997-02-14","M & W WINDOW","3936969"
"BLUE","RED/BLUE","2","1997-02-14","MAIL BOXES ETC. 2","3729644"
"CANARY","BORD/TEAL","2","1997-02-14","MALT RIVER BREWING CO","7866258"
"CANARY","RED/BLK","2","1997-02-14","MARIA S PIZZA","3471559"
"WHITE","MAGENTA/TEAL","2","1997-02-14","MR. SUBB","7830276"
"WHITE","ORANGE/BLUE","2","1997-02-14","NYC BAGEL","3701800"
"GREY","BORD/BLK","2","1997-02-14","PARAGON PAINT","4592244"
"GREEN","GREEN/BLK","2","1997-02-14","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","2","1997-02-14","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1997-02-14","ROTTERDAM HEAT","3562162"
"LILAC","BORD/BLK","2","1997-02-14","SPORTSMAN BOWL","3554330"
"BLUE","RED/BLUE","2","1997-02-14","TIME WARNER SECURITY","2428990"
"GOLDEN","RED/BLK","2","1997-02-14","UNION BEVERAGE","3825958"
"SALMON","BLK","2","1997-02-14","VCR DOCTOR","7827192"
"CANARY","BORD/TEAL","2","1997-02-21","MALT RIVER BREWING CO","7866258"
"WHITE","YELLOW/BLK","2","1997-06-20","BODY MECHANIC","3570841"
"WHITE","RED/BLK","2","1997-06-20","BUMPYS ICE CREAM","3953314"
"CANARY","RED/BLK","2","1997-06-20","CENTRAL TAXI","3461232"
"PINK","RHOD/BLK","2","1997-06-20","COAKLEY HOME TEXTILES","3828371"
"CHERRY","BLUE","2","1997-06-20","GAIL KING ELECTROLYSIS","3821591"
"","","2","1997-06-20","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","2","1997-06-20","GENE S CLEANING","3712462"
"SALMON","BORD/BLK","2","1997-06-20","GLENVILLE MINI SPORTPLEX","3934140"
"CANARY","RED/BLK","2","1997-06-20","HOLIDAY LIQUOR","3743978"
"WHITE","TEAL/BORD","2","1997-06-20","IMMANUEL ELECTRIC","3994348"
"WHITE","RED/BLK","2","1997-06-20","M & W WINDOW","3936969"
"LILAC","MAG/TEAL","2","1997-06-20","MAGOOS BAGEL","3466563"
"CANARY","RED/GREEN","2","1997-06-20","MAID TO ORDER","3704865"
"BLUE","RED/BLUE","2","1997-06-20","MAIL BOXES ETC. 2","3729644"
"CANARY","RED/GREEN","2","1997-06-20","MARIA S PIZZA","3471559"
"WHITE","TEAL/MAG","2","1997-06-20","MR. SUBB","7830276"
"LILAC","BORD/TEAL","2","1997-06-20","NAIL TOP","4263018"
"GREY","BORD/BLK","2","1997-06-20","PARAGON PAINT","4592244"
"GREEN","GREEN/BLK","2","1997-06-20","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","2","1997-06-20","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1997-06-20","ROTTERDAM HEAT","3562162"
"GREEN","GREEN/BLK","2","1997-06-20","SERVICE SOLUTIONS","2652843"
"BLUE","RED/BLUE","2","1997-06-20","TIME WARNER SECURITY","2428990"
"WHITE","RED/BLK","2","1997-06-20","TODAYS WINDOWS & SIDING","3569613"
"GOLDEN","RED/BLK","2","1997-06-20","UNION BEVERAGE","3825958"
"WHITE","RED/BLUE","2","1997-10-17","AMERICAN STREETWEAR","3746441"
"CANARY","RED/BLK","2","1997-10-17","CENTRAL TAXI","3461232"
"PINK","RHOD/BLK","2","1997-10-17","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","2","1997-10-17","COLONIAL CAR WASH","3820600"
"CHERRY","BLUE","2","1997-10-17","CURTIS ELECTROLYSIS","4594940"
"BUFF","TEAL/BLK","2","1997-10-17","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","2","1997-10-17","GENE S CLEANING","3712462"
"IVORY","GREEN/BROWN","2","1997-10-17","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1997-10-17","HIGH ADVENTURE SKI & BIKE","7850501"
"PINK","RHOD/BLK","2","1997-10-17","HOLIDAY LIQUOR","3743978"
"LILAC","TEAL/BLK","2","1997-10-17","JAZZERCISE 2","3550317"
"PINK","TEAL/MAG","2","1997-10-17","LEONS POWERHOUSE 2","3550023"
"WHITE","RED/BLK","2","1997-10-17","M & W WINDOW","3936969"
"LILAC","TEAL/BORD","2","1997-10-17","MAGOOS BAGEL","3466563"
"BLUE","RED/BLUE","2","1997-10-17","MAIL BOXES ETC. 2","3729644"
"BUFF","RED/BLK","2","1997-10-17","MOTO PHOTO INC.","8546686"
"WHITE","MAGENTA/TEAL","2","1997-10-17","MR. SUBB","7830276"
"CANARY","RED/BLK","2","1997-10-17","NICOS PIZZA","3726024"
"CANARY","RED/GREEN","2","1997-10-17","OCEAN BUFFET","3565949"
"GREY","BORD/BLK","2","1997-10-17","PARAGON PAINT","4592244"
"GREEN","GREEN/BLK","2","1997-10-17","PETTA S RESTAURANT","3467324"
"WHITE","ORANGE/BLUE","2","1997-10-17","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1997-10-17","ROTTERDAM HEAT","3562162"
"GOLDEN","RED/BLK","2","1997-10-17","ROYAL FRIED CHICKEN","3467035"
"CANARY","RED/BLK","2","1997-10-17","SERVICE SOLUTIONS","2652843"
"GOLDEN","RED/BLUE","2","1997-10-17","UNION BEVERAGE","3825958"
"PEACH","MAG/TEAL","2","1997-10-17","VARIETY DELI","3776977"
"CANARY","BLK","2","1997-10-17","VCR DOCTOR","7827192"
"GREY","MAG/BLUE","2","1998-02-25","CANINE WORKSHOP","3930479"
"CANARY","RED/BLK","2","1998-02-25","CENTRAL TAXI","3461232"
"PINK","RHOD/BLK","2","1998-02-25","COAKLEY HOME TEXTILES","3828371"
"TAN","RED/BLK","2","1998-02-25","COLONIAL CAR WASH","3820600"
"WHITE","RED/BLK","2","1998-02-25","ELITE HEALTH & FITNESS","3777771"
"PEACH","MAG/TEAL","2","1998-02-25","FLOWERS BY MARK","3743405"
"TAN","RED/BLK","2","1998-02-25","FURNITURE BARN","3466499"
"SALMON","BORD/BLK","2","1998-02-25","GALLERY 44","3744411"
"GOLDEN","BORD/BLK","2","1998-02-25","GENE S CLEANING","3712462"
"IVORY","BROWN/GREEN","2","1998-02-25","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1998-02-25","HIGH ADVENTURE SKI & BIKE","7850501"
"LILAC","BORD/TEAL","2","1998-02-25","HOLIDAY LIQUOR","3743978"
"WHITE","RED/BLK","2","1998-02-25","M & W WINDOW","3936969"
"LILAC","BORD/TEAL","2","1998-02-25","MAGOOS BAGEL","3466563"
"BLUE","RED/BLUE","2","1998-02-25","MAIL BOXES ETC. 2","3729644"
"BUFF","MAG/BLK","2","1998-02-25","MALT RIVER BREWING CO","7866258"
"CANARY","RED/GREEN","2","1998-02-25","MARIA S PIZZA","3471559"
"GREY","RED/BLK","2","1998-02-25","NEW TAI WAH","3746821"
"GOLDEN","RED/BLK","2","1998-02-25","PAI S TAEKWON DO","3991008"
"GREY","BORD/BLK","2","1998-02-25","PARAGON PAINT","4592244"
"WHITE","ORANGE/BLUE","2","1998-02-25","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1998-02-25","ROTTERDAM HEAT","3562162"
"GOLDEN","RED/BLK","2","1998-02-25","ROYAL FRIED CHICKEN","3467035"
"PINK","BORD/BLK","2","1998-02-25","SONDRAS JEWELRY","3725853"
"PEACH","MAG/TEAL","2","1998-02-25","TACO VIA","3748226"
"BLUE","RED/BLUE","2","1998-02-25","TIME WARNER SECURITY","2428990"
"GOLDEN","RED/BLUE","2","1998-02-25","UNION BEVERAGE","3825958"
"TAN","BORD/BLK","2","1998-06-12","BAGEL OR","3560027"
"GREY","MAG/BLUE","2","1998-06-12","CANINE WORKSHOP","3930479"
"GOLDEN","RED/BLK","2","1998-06-12","CAPITAL ELECTRONICS","3470696"
"CANARY","RED/BLK","2","1998-06-12","CENTRAL TAXI","3461232"
"WHITE","RED/BLK","2","1998-06-12","ELITE HEALTH & FITNESS","3777771"
"IVORY","BORD/BLK","2","1998-06-12","FRAME & ART SHOP 2","3816312"
"CHERRY","BLUE","2","1998-06-12","GAIL KING ELECTROLYSIS","3821591"
"GOLDEN","BORD/BLK","2","1998-06-12","GENE S CLEANING","3712462"
"SALMON","BORD/GREEN","2","1998-06-12","GLENVILLE MINI SPORTPLEX","3934140"
"IVORY","GREEN/BROWN","2","1998-06-12","HENRY S DRY CLEANERS","3748434"
"PINK","RHOD/BLK","2","1998-06-12","HOLIDAY LIQUOR","3743978"
"PINK","RHOD/BLK","2","1998-06-12","J & J WINE & LIQUOR","3840649"
"GREY","MAG/TEAL","2","1998-06-12","J & R CARPET","3841055"
"GREEN","BORD/GREEN","2","1998-06-12","JG ROMAN VILLA","3552090"
"TAN","GREEN/BORD","2","1998-06-12","LORRAINES COLLECTIBLES","6563588"
"WHITE","RED/BLK","2","1998-06-12","M & W WINDOW","3936969"
"BLUE","RED/BLUE","2","1998-06-12","MAIL BOXES ETC. 2","3729644"
"WHITE","ORANGE/BLUE","2","1998-06-12","QUICK LUBE","7866331"
"PINK","BORD/BLK","2","1998-06-12","ROTTERDAM HEAT","3562162"
"PEACH","MAG/BLUE","2","1998-06-12","RUDNICKS","3726486"
"BLUE","RED/BLUE","2","1998-06-12","TIME WARNER SECURITY","2428990"
"CANARY","RED/TEAL","2","1998-06-12","TOWNE CAR WASH","3463854"
"WHITE","MAG/TEAL","2","1998-06-12","TU NAILS","3821615"
"GOLDEN","RED/BLUE","2","1998-06-12","UNION BEVERAGE","3825958"
"CANARY","RED/GREEN","2","1998-06-12","VENEZIA PIZZA","3713943"
"BUFF","MAGENTA/TEAL","2","1998-10-13","CHILDRENS SHOE BARN","2209400"
"CANARY","RED/BLK","2","1998-10-16","CENTRAL TAXI","3461232"
"TAN","RED/BLK","2","1998-10-16","COLONIAL CAR WASH","3820600"
"WHITE","RED/BLK","2","1998-10-16","ELITE HEALTH & FITNESS","3777771"
"GOLDEN","RED/BLK","2","1998-10-16","ELITE PHOTO STUDIO","3774233"
"IVORY","BORD/BLK","2","1998-10-16","FERRIS RESTAURANT","3829329"
"SALMON","BORD/TEAL","2","1998-10-16","FLOWERS BY MARK","3743405"
"GREEN","RED/BLK","2","1998-10-16","FURNITURE BARN","3466499"
"CANARY","BLK","2","1998-10-16","GAIL KING ELECTROLYSIS","3821591"
"WHITE","RED/BLUE","2","1998-10-16","GALENA ASSOCIATES","5825320"
"GOLDEN","BORD/BLK","2","1998-10-16","GENE S CLEANING","3712462"
"IVORY","BROWN/GREEN","2","1998-10-16","HENRY S DRY CLEANERS","3748434"
"SALMON","BORD/BLK","2","1998-10-16","HIGH ADVENTURE SKI & BIKE","7850501"
"PINK","RHOD/BLK","2","1998-10-16","HOLIDAY LIQUOR","3743978"
"LILAC","TEAL/BLK","2","1998-10-16","JAZZERCISE 2","3550317"
"GREY","BORD/GREEN","2","1998-10-16","LATHAM PAINT","3819630"
"WHITE","RED/BLK","2","1998-10-16","M & W WINDOW","3936969"
"WHITE","RED/BLUE","2","1998-10-16","MAIL BOXES ETC. 2","3729644"
"GOLDEN","RED/BLK","2","1998-10-16","MICROPLAY VIDEO","3735700"
"LILAC","MAGENTA","2","1998-10-16","NEW TAI WAH","3746821"
"GOLDEN","RED/BLK","2","1998-10-16","ORIGINAL FRIED CHICKEN","3726368"
"BUFF","MAGENTA/BLUE","2","1998-10-16","OWEN OPTICAL","3937792"
"PINK","BORD/BLK","2","1998-10-16","ROTTERDAM HEAT","3562162"
"PEACH","MAGENTA/BLUE","2","1998-10-16","RUDNICKS","3726486"
"PINK","BORD/BLK","2","1998-10-16","SONDRAS JEWELRY","3725853"
"BLUE","RED/BLUE","2","1998-10-16","TIME WARNER SECURITY","2428990"
"GOLDEN","RED/BLUE","2","1998-10-16","UNION BEVERAGE","3825958"
"CANARY","RED/GREEN","2","1998-10-16","VENEZIA PIZZA","3713943"
"CANARY","RED/BLK","2","1999-02-12","CENTRAL TAXI","3461232"
"BUFF","BORD/BLK","2","1999-02-12","CHRISTIANS RESTAURANT","3747711"
"TAN","RED/BLK","2","1999-02-12","COLONIAL CAR WASH","3820600"
"CANARY","RED/BLUE","2","1999-02-12","CONNECTIONS","3462255"
"WHITE","RED/BLK","2","1999-02-12","ELITE HEALTH & FITNESS","3777771"
"TAN","BORD/BLK","2","1999-02-12","FERRIS RESTAURANT","3829329"
"","","2","1999-02-12","FLOWERS BY MARK","3743405"
"","","2","1999-02-12","FURNITURE BARN","3466499"
"WHITE","RED/BLUE","2","1999-02-12","GALENA ASSOCIATES","5825320"
